0,-0,0,0,0,-0,-0
0.01,-0,-3.05991289227554e-05,-0.00852453370591128,0.0174977388225877,-0.00897320511667646,3.05991289226136e-05
0.02,-0,-0.000121486781293892,-0.0169846375242742,0.0348632962172888,-0.0178786586930145,0.000121486781293644
0.03,-0,-0.000271530507093035,-0.0253893542940796,0.052115300688049,-0.0267259463939693,0.000271530507092977
0.04,-0,-0.000479890880354242,-0.0337470988691524,0.0692710897655455,-0.0355239908963932,0.000479890880354162
0.05,-0,-0.000744733550936853,-0.0420323127029535,0.0862782611280695,-0.044245948425116,0.000744733550936741
0.06,-0,-0.00106488748232509,-0.0502504812735962,0.10314813238956,-0.052897651115964,0.00106488748232485
0.07,-0,-0.00144010458841448,-0.0584201330223535,0.119918794741381,-0.0614986617190274,0.00144010458841439
0.08,-0,-0.00186901851195479,-0.0665322089963361,0.136571706512945,-0.0700394975166085,0.00186901851195461
0.09,-0,-0.00234983991322605,-0.0745749191390235,0.153082714524448,-0.0785077953854248,0.00234983991322597
0.1,-0,-0.00288242227595265,-0.0825621427786528,0.169480361028948,-0.0869182182502956,0.00288242227595254
0.11,-0,-0.00346545896005662,-0.0904885863096125,0.185753825265078,-0.0952652389554651,0.00346545896005641
0.12,-0,-0.00409753678053676,-0.0983497346774019,0.201893880414265,-0.103544145736863,0.0040975367805366
0.13,-0,-0.00477794390055423,-0.106148690276318,0.217906937842277,-0.111758247565959,0.00477794390055413
0.14,-0,-0.00550577305244901,-0.113885855374276,0.233793863053745,-0.119908007679469,0.00550577305244889
0.15,-0,-0.00627984046156718,-0.121558976185837,0.249550064972339,-0.127991088786501,0.00627984046156696
0.16,-0,-0.00709926455517546,-0.129168632182328,0.265176768217961,-0.136008136035632,0.00709926455517522
0.17,-0,-0.00796284758520734,-0.13671263473137,0.280669510307929,-0.143956875576559,0.00796284758520715
0.18,-0,-0.00887002964946508,-0.144193895476847,0.296034301535233,-0.151840406058386,0.00887002964946501
0.19,-0,-0.00981974222888965,-0.151610922961299,0.311268107453687,-0.159657184492388,0.00981974222888951
0.2,-0,-0.0108106742141276,-0.158960999448008,0.326365371059509,-0.167404371611501,0.0108106742141275
0.21,-0,-0.0118419895805372,-0.166244742028143,0.34132738336912,-0.175082641340978,0.011841989580537
0.22,-0,-0.0129127527776783,-0.173461910285129,0.356153672205393,-0.182691761920264,0.0129127527776783
0.23,-0,-0.0140217933134337,-0.180610918254598,0.370840998293739,-0.190230080039142,0.0140217933134335
0.24,-0,-0.0151685657944436,-0.187693857521866,0.385393676829825,-0.197699819307959,0.0151685657944434
0.25,-0,-0.016352162832452,-0.194710353385387,0.399810954632858,-0.205100601247471,0.0163521628324518
0.26,-0,-0.0175708260858495,-0.201656087473048,0.414083968683429,-0.212427881210382,0.0175708260858493
0.27,-0,-0.0188239877888206,-0.208532975909212,0.428216667634802,-0.21968369172559,0.0188239877888204
0.28,-0,-0.0201107172218926,-0.215340573581039,0.442208147378243,-0.226867573797204,0.0201107172218924
0.29,-0,-0.021430202606936,-0.222079397508032,0.456059477811275,-0.233980080303243,0.0214302026069359
0.3,-0,-0.0227810249097082,-0.2287472062134,0.469766055147724,-0.241018848934324,0.022781024909708
0.31,-0,-0.0241623209617145,-0.235344061694519,0.483328011254624,-0.247983949560106,0.0241623209617144
0.32,-0,-0.0255732019549267,-0.241870276890569,0.49674598998223,-0.25487571309166,0.0255732019549265
0.33,-0,-0.0270123577489184,-0.248324223944085,0.51001664301612,-0.261692419072035,0.0270123577489183
0.34,-0,-0.0284789757210376,-0.254706293055467,0.523140771270712,-0.268434478215245,0.0284789757210374
0.35,-0,-0.0299714611494313,-0.261014404973829,0.536114089399809,-0.27509968442598,0.0299714611494312
0.36,-0,-0.0314896440579731,-0.267250855421551,0.548941319736105,-0.281690464314554,0.0314896440579729
